School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Data As Of
P.S. 414 - BROOKLYN,K,14,STRUCTURAL STABILIZATION,"218,481.89",CIP,K019,325 SOUTH 3RD STREET,Brooklyn,11211,BROOKLYN ,40.709647,-73.95465,1,34,527,3063188,3024230001,North Side-South Side                                                      ,"(40.709647, -73.95465)",01/31/2018
I.S. 35 - BROOKLYN,K,16,FULL PROGRAM ACCESSIBILITY,"8,275,000",CIP,K035,272 MACDONOUGH STREET,Brooklyn,11233,BROOKLYN ,40.681896,-73.935963,3,36,273,3047054,3016740011,Stuyvesant Heights                                                         ,"(40.681896, -73.935963)",01/31/2018
P.S. 95 - BROOKLYN,K,21,PARAPET/ROOFS/EXT MASONRY,"4,743,000",CIP,K095,345 VAN SICKLEN STREET,Brooklyn,11223,BROOKLYN ,40.595698,-73.97518,15,47,398,3192661,3071230066,Gravesend                                                                  ,"(40.595698, -73.97518)",01/31/2018
P.S. 128 - QUEENS,Q,24,Addition,"31,821,000",CAP,Q247,69-10 65TH DRIVE,Queens,11379,QUEENS   ,40.715344,-73.886215,5,30,659,4070445,4030270037,Middle Village                                                             ,"(40.715344, -73.886215)",01/31/2018
P.S. 246 - BRONX,X,10,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,"11,448,000",CIP,X843,2641 GRAND CONCOURSE,Bronx,10468,BRONX    ,40.865593,-73.894758,7,14,401,2013830,2031680027,Bedford Park-Fordham North                                                 ,"(40.865593, -73.894758)",01/31/2018
P.S. 25 - BRONX,X,7,EXTERIOR MASONRY/PARAPETS/ROOFS/WINDOWS,"11,840,000",CIP,X025,811 EAST 149 STREET,Bronx,10455,BRONX    ,40.812619,-73.906063,1,8,79,2004772,2026640001,Melrose South-Mott Haven North                                             ,"(40.812619, -73.906063)",01/31/2018
P.S. 68 - BRONX,X,11,WATER INFILTRATION/EXT MASONRY/PAVED AREA-BLACKTOP,"2,227,000",CIP,X068,4011 MONTICELLO AVENUE,Bronx,10466,BRONX    ,40.891732,-73.838471,12,12,426,2067852,2049860081,Woodlawn-Wakefield                                                         ,"(40.891732, -73.838471)",01/31/2018
Q721 SPED - QUEENS,Q,24,EXTERIOR MASONRY/ROOFS,"4,300,000",CIP,Q722,57-12 94TH STREET,Queens,11373,QUEENS   ,40.736003,-73.867478,4,25,683,4462647,4018730050,Elmhurst                                                                   ,"(40.736003, -73.867478)",01/31/2018
P.S. 236 - BROOKLYN,K,22,FY17 RESO A AUDITORIUM UPGRADE,"186,000",CIP,K236,6302 AVENUE U,Brooklyn,11234,BROOKLYN ,40.615998,-73.912989,18,46,698,3326821,3084640001,Georgetown-Marine Park-Bergen Beach-Mill Basin                             ,"(40.615998, -73.912989)",01/31/2018
BROOKLYN GENERATION SCHOOL - K,K,18,ATHLETIC FIELD - TRACK,"1,618,000",CIP,K516,6565 FLATLANDS AVENUE,Brooklyn,11236,BROOKLYN ,40.633285,-73.916735,18,46,950,3224139,3079980005,Canarsie                                                                   ,"(40.633285, -73.916735)",01/31/2018
P.S. 164 - BROOKLYN,K,20,EXT MASONRY/ROOFS/CLIMATE CTRL/PARAPETS,"6,597,000",CIP,K164,4211 14TH AVENUE,Brooklyn,11219,BROOKLYN ,40.637486,-73.985955,12,44,232,3135976,3056000001,Borough Park                                                               ,"(40.637486, -73.985955)",01/31/2018
FORDHAM HS FOR THE ARTS - BRON,X,10,FY16 RESO A LIBRARY UPGRADE,"1,928,000",CIP,X435,500 EAST FORDHAM ROAD,Bronx,10458,BRONX    ,40.860043,-73.888267,6,15,387,2011810,2030590001,Belmont                                                                    ,"(40.860043, -73.888267)",01/31/2018
P.S. 29 - BRONX,X,7,ROOFS/FLOOD ELIMINATION/EXT MASONRY/PARAPETS,"6,800,100",CIP,X029,758 COURTLANDT AVENUE,Bronx,10451,BRONX    ,40.821515,-73.917279,1,17,69,2001736,2024030001,Melrose South-Mott Haven North                                             ,"(40.821515, -73.917279)",01/31/2018
P.S. 312 - BROOKLYN,K,22,WATER PENETRATION,"774,786",CIP,K312,7103 AVENUE T,Brooklyn,11234,BROOKLYN ,40.621413,-73.908987,18,46,"69,602",3236665,3083930001,Georgetown-Marine Park-Bergen Beach-Mill Basin                             ,"(40.621413, -73.908987)",01/31/2018
BRONX CNTR FOR SCIENCE & MATH,X,9,PLANYC BOILER CONVERSION/PLANYC CLIMATE CTRL,"5,747,000",CIP,X002,1365 FULTON AVENUE,Bronx,10456,BRONX    ,40.833696,-73.902477,3,16,"14,701",2009617,2029250056,Claremont-Bathgate                                                         ,"(40.833696, -73.902477)",01/31/2018
P.S. 83 - MANHATTAN,M,4,FULL PROGRAM ACCESSIBILITY,"8,585,000",CIP,M083,219 EAST 109 STREET,Manhattan,10029,MANHATTAN,40.793194,-73.942548,11,8,180,1052436,1016590012,East Harlem North                                                          ,"(40.793194, -73.942548)",01/31/2018
P.S. 70 - BRONX,X,9,FY14 RESO A LIBRARY UPGRADE,"425,514",CIP,X070,1691 WEEKS AVENUE,Bronx,10457,BRONX    ,40.844253,-73.907616,4,15,"22,902",2007387,2027930028,Mount Hope                                                                 ,"(40.844253, -73.907616)",01/31/2018
P.S. 40 - QUEENS,Q,28,EXTERIOR MASONRY/TCU REMOVAL & PLAYGROUND/FLOOD,"9,947,450",CIP,Q040,109-20 UNION HALL STREET,Queens,11433,QUEENS   ,40.694125,-73.790675,12,28,260,4263341,4121510001,South Jamaica                                                              ,"(40.694125, -73.790675)",01/31/2018
P.S./I.S. 338 - BROOKLYN,K,22,New,"67,683,691",CAP,K338,21 HINCKLEY PLACE,Brooklyn,11218,BROOKLYN ,40.644469,-73.971032,12,40,492,3124801,3053420006,Kensington-Ocean Parkway                                                   ,"(40.644469, -73.971032)",01/31/2018
P.S. / I.S. 270 - QUEENS,Q,29,DEFECTIVE PARAPETS/EXT MASONRY/ROOFS,"5,347,000",CIP,Q270,233-15 MERRICK BLVD,Queens,11422,QUEENS   ,40.674831,-73.736713,13,31,618,4529511,4129730001,Laurelton                                                                  ,"(40.674831, -73.736713)",01/31/2018
P.S. 92 - QUEENS,Q,30,Addition,"42,410,002",CAP,Q292,99-01 34TH AVENUE,Queens,11368,QUEENS   ,40.755418,-73.869017,3,21,377,4042496,4017140018,North Corona                                                               ,"(40.755418, -73.869017)",01/31/2018
E NY VOC HS OF TRANSIT TECH.-K,K,19,ENY AUDITORIUM UPGRADE,"467,000",CIP,K615,1 WELLS STREET,Brooklyn,11208,BROOKLYN ,40.678276,-73.87596,5,37,"1,196",3327249,3041550075,East New York                                                              ,"(40.678276, -73.87596)",01/31/2018
I.S. 218 - BROOKLYN,K,19,WATER PENETRATION/EXT MASONRY,"2,606,000",CIP,K218,370 FOUNTAIN AVENUE,Brooklyn,11208,BROOKLYN ,40.670724,-73.874208,5,42,"1,118",3095977,3042780001,East New York                                                              ,"(40.670724, -73.874208)",01/31/2018
I.S. 243 - BRONX,X,10,ROOFS/PARAPETS/EXT MASONRY/WINDOWS,"50,553,000",CIP,X435,500 EAST FORDHAM ROAD,Bronx,10458,BRONX    ,40.860043,-73.888267,6,15,387,2011810,2030590001,Belmont                                                                    ,"(40.860043, -73.888267)",01/31/2018
RICHMOND HILL HS - QUEENS,Q,27,STEEL DETERIORATED COLUMS & COLUMN,"1,064,400",CIP,Q475,89-30 114 STREET,Queens,11418,QUEENS   ,40.695888,-73.833681,9,28,124,4195688,4093210001,Richmond Hill                                                              ,"(40.695888, -73.833681)",01/31/2018
I.S. 394 - BROOKLYN,K,17,WATER PENETRATION,"884,000",CIP,K210,188 ROCHESTER AVENUE,Brooklyn,11213,BROOKLYN ,40.672762,-73.927973,8,36,347,3036289,3013670022,Crown Heights North                                                        ,"(40.672762, -73.927973)",01/31/2018
P.S. 12 - QUEENS,Q,24,BOILER REPLACE/ELEC SWITCH UPG/PLANYC CLIMATE CTRL,"5,887,000",CIP,Q012,42-00 72 STREET,Queens,11377,QUEENS   ,40.742633,-73.892805,2,26,483,4031853,4013490028,Elmhurst-Maspeth                                                           ,"(40.742633, -73.892805)",01/31/2018
P.S. 74 - STATEN ISLAND,R,31,FY15 RESO A PLAYGROUND REDEVELOPMENT,"558,000",CIP,R831,211 DANIEL LOW TERRACE,Staten Island,10301,STATEN IS,40.639087,-74.079922,1,49,11,5000290,5000180006,West New Brighton-New Brighton-St. George                                  ,"(40.639087, -74.079922)",01/31/2018
FOREST HILLS H.S.,Q,28,CONCRETE PAVED AREAS,"3,463,000",CIP,Q440,67-01 110 STREET,Queens,11375,QUEENS   ,40.729402,-73.845637,6,29,747,4052143,4021890002,Forest Hills                                                               ,"(40.729402, -73.845637)",01/31/2018
D75 REPLACEMENT @ 15 FAIRFIELD,R,75,Demo,"4,767,365",CAP,R089,15 FAIRFIELD STREET,Staten Island,10308,STATEN IS,40.56397,-74.150885,3,51,"14,605",5061911,5045860001,Great Kills                                                                ,"(40.56397, -74.150885)",01/31/2018
P.S. 33 - QUEENS,Q,29,ROOF REPAIR/PARAPETS/EXTERIOR MASONRY,"8,860,557",CIP,Q033,91-37 222 STREET,Queens,11428,QUEENS   ,40.727134,-73.735077,13,23,560,4230589,4107560001,Queens Village                                                             ,"(40.727134, -73.735077)",01/31/2018
P.S. 124 - BROOKLYN,K,15,FLOOD/ROOFS/PARAPETS/EXT MASONRY,"3,571,475",CIP,K124,515 4TH AVENUE,Brooklyn,11215,BROOKLYN ,40.667545,-73.991046,6,39,141,3023391,3010340001,Park Slope-Gowanus                                                         ,"(40.667545, -73.991046)",01/31/2018
LIBERTY AVENUE MIDDLE SCHOOL,K,19,ENY AUDITORIUM UPGRADE,"360,000",CIP,K302,350 LINWOOD STREET,Brooklyn,11208,BROOKLYN ,40.677104,-73.883433,5,37,"1,170",3088357,3039690001,East New York                                                              ,"(40.677104, -73.883433)",01/31/2018
P.S. 163 - QUEENS,Q,25,Addition,"43,834,000",CAP,Q163,159-01 59 AVENUE,Queens,11365,QUEENS   ,40.740565,-73.809131,7,20,"1,215",4146042,4067260070,Queensboro Hill                                                            ,"(40.740565, -73.809131)",01/31/2018
MIDWOOD HS - BROOKLYN,K,21,CRACKED CONCRETE STRUCTURE/FIELD HOUSE,"18,211,000",CIP,K406,1124 EAST 17 STREET,Brooklyn,11210,BROOKLYN ,40.622641,-73.958988,14,44,768,3000000,3067260087,Midwood                                                                    ,"(40.622641, -73.958988)",01/31/2018
P.S. 109 - BRONX,X,9,WATER PENETRATION/ROOF/ PARAPET/MASONRY,"3,968,466",CIP,X109,1771 POPHAM AVENUE,Bronx,10453,BRONX    ,40.851414,-73.918533,5,14,"20,502",2094549,2028770393,University Heights-Morris Heights                                          ,"(40.851414, -73.918533)",01/31/2018
EDUCATIONAL CAMPUS @ 500 19TH,K,15,Lease,"15,400,000",CAP,K280,500 19TH STREET,Brooklyn,11215,BROOKLYN ,40.656944,-73.983115,7,38,"1,502",3017307,3008890001,Windsor Terrace                                                            ,"(40.656944, -73.983115)",01/31/2018
P.S. 50 - MANHATTAN,M,4,EXTERIOR MASONRY/ROOFS/PARAPETS/SITE WALLS,"15,829,000",CIP,M050,433 EAST 100 STREET,Manhattan,10029,MANHATTAN,40.785258,-73.941526,11,8,162,1083933,1016940001,East Harlem South                                                          ,"(40.785258, -73.941526)",01/31/2018
WILLIAM C. BRYANT HS - QUEENS,Q,30,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,"2,499,000",CIP,Q445,48-10 31 AVENUE,Queens,11103,QUEENS   ,40.75823,-73.910514,1,26,163,4013655,4007380002,Astoria                                                                    ,"(40.75823, -73.910514)",01/31/2018
P.S. 163 - MANHATTAN,M,3,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,"2,442,564",CIP,M163,163 WEST 97 STREET,Manhattan,10025,MANHATTAN,40.794264,-73.968706,7,7,185,1055908,1018520099,Upper West Side                                                            ,"(40.794264, -73.968706)",01/31/2018
P.S. 160 - BRONX,X,11,FY17 RESO A PLAYGROUND REDEVELOPMENT,"1,575,000",CIP,X160,4140 HUTCHINSON RIVER PARKWAY EAST,Bronx,10475,BRONX    ,40.864676,-73.824303,10,12,302,2072352,2051350200,Co-op City                                                                 ,"(40.864676, -73.824303)",01/31/2018
P.S. 188 - BROOKLYN,K,21,SANDY:INT/HEATING/ELEC/FLOOD/CLIMATE/VENT/FA,"13,757,000",CIP,K188,3314 NEPTUNE AVENUE,Brooklyn,11224,BROOKLYN ,40.577217,-74.000194,13,47,328,3188726,3070060001,Seagate-Coney Island                                                       ,"(40.577217, -74.000194)",01/31/2018
K753 SPED - BROOKLYN,K,13,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,"4,827,000",CIP,K085,510 CLERMONT AVENUE,Brooklyn,11238,BROOKLYN ,40.682533,-73.968769,2,35,179,3057521,3020080001,Fort Greene                                                                ,"(40.682533, -73.968769)",01/31/2018
M721 SPED - MANHATTAN,M,2,REINFORCE CINDER/FLOORS/ACCESSIBLITY/ELEC UPG/FA,"6,142,800",CIP,M641,16 CLARKSON STREET,Manhattan,10014,MANHATTAN,40.729412,-74.006148,2,3,67,1009757,1005810054,West Village                                                               ,"(40.729412, -74.006148)",01/31/2018
Q811 SPED - QUEENS,Q,26,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,"5,680,000",CIP,Q811,61-25 MARATHON PKWY,Queens,11362,QUEENS   ,40.756778,-73.729487,11,23,"152,902",4173060,4083610001,Douglas Manor-Douglaston-Little Neck                                       ,"(40.756778, -73.729487)",01/31/2018
WASHINGTON IRVING HS - MANHATT,M,2,EXT. MASONRY/ROOF/PARAPET/ FLOOD ELIM./WINDOWS/GYM,"43,221,000",CIP,M460,40 IRVING PLACE,Manhattan,10003,MANHATTAN,40.735494,-73.987659,6,2,50,1017828,1008720057,Gramercy                                                                   ,"(40.735494, -73.987659)",01/31/2018
K077 SPED - BROOKLYN,K,23,ROOFS/FLOOD/PARAPETS/EXT MASONRY/WINDOWS/LEAD SVC,"6,927,000",CIP,K178,2163 DEAN STREET,Brooklyn,11233,BROOKLYN ,40.675024,-73.915778,16,41,303,3038718,3014400056,Ocean Hill                                                                 ,"(40.675024, -73.915778)",01/31/2018
I.S. 98 - BRONX,X,12,STH SBHC,"2,177,000",CIP,X098,1619 BOSTON RD,Bronx,10460,BRONX    ,40.8359,-73.890458,3,17,155,2009867,2029390093,Crotona Park East                                                          ,"(40.8359, -73.890458)",01/31/2018
P.S. 303 - QUEENS,Q,28,Demo,"5,183,000",CAP,Q003,108-55 69TH AVENUE,Queens,11375,QUEENS   ,40.725098,-73.845091,6,29,739,4052265,4022180021,Forest Hills                                                               ,"(40.725098, -73.845091)",01/31/2018
P.S. 156 - QUEENS,Q,29,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,"3,275,000",CIP,Q156,229-02 137 AVENUE,Queens,11413,QUEENS   ,40.673069,-73.743173,13,31,646,4283015,4131700012,Laurelton                                                                  ,"(40.673069, -73.743173)",01/31/2018
P.S. 212 - BROOKLYN,K,21,EXT MASONRY - WATER PENETRATION/PARAPETS/ROOFS/WIN,"12,527,000",CIP,K212,87 BAY 49 STREET,Brooklyn,11214,BROOKLYN ,40.587616,-73.985948,13,47,314,3187407,3069170001,Gravesend                                                                  ,"(40.587616, -73.985948)",01/31/2018
YOUNG SCHOLAR'S ACADEMY - BROO,K,16,STRUCTURAL DEFECTS/EXT MASONRY,"3,777,000",CIP,K304,280 HART STREET,Brooklyn,11206,BROOKLYN ,40.694086,-73.940744,3,36,281,3049420,3017730014,Stuyvesant Heights                                                         ,"(40.694086, -73.940744)",01/31/2018
I.S. 5 - QUEENS,Q,24,HVAC/PUBLIC ADDRESS SYSTEM,"4,710,000",CIP,Q005,50-40 JACOBUS STREET,Queens,11373,QUEENS   ,40.737718,-73.887429,4,25,489,4454423,4024500017,Elmhurst-Maspeth                                                           ,"(40.737718, -73.887429)",01/31/2018
P.S. 143 ANNEX - QUEENS,Q,24,Lease,"5,972,300",CAP,Q908,98-07 38TH AVENUE,Queens,11368,QUEENS   ,40.750246,-73.867825,3,21,409,4043936,4017610035,North Corona                                                               ,"(40.750246, -73.867825)",01/31/2018
HERBERT H. LEHMAN HS - X,X,8,SANDY ELEC/HEAT/FLOOD/CLIM/SINK HOLES/PLUMBING,"29,723,000",CIP,X405,3000 EAST TREMONT AVENUE,Bronx,10461,BRONX    ,40.840702,-73.838545,10,13,194,2074045,2053680001,Schuylerville-Throgs Neck-Edgewater Park                                   ,"(40.840702, -73.838545)",01/31/2018
P.S. 9 - BRONX,X,10,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,"6,542,000",CIP,X009,230 EAST 183 STREET,Bronx,10458,BRONX    ,40.857067,-73.898936,5,15,"38,301",2013561,2031500010,Fordham South                                                              ,"(40.857067, -73.898936)",01/31/2018
P.S. 20 - QUEENS,Q,25,FY16 RESO A SUPPLEMENTAL COOLING,"288,000",CIP,Q020,142-30 BARCLAY AVENUE,Queens,11355,QUEENS   ,40.758689,-73.824832,7,20,855,4114657,4050470001,Flushing                                                                   ,"(40.758689, -73.824832)",01/31/2018
P.S. 128 - MANHATTAN,M,6,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,"6,790,000",CIP,M128,560 WEST 169 STREET,Manhattan,10032,MANHATTAN,40.841321,-73.938506,12,10,251,1062994,1021250001,Washington Heights South                                                   ,"(40.841321, -73.938506)",01/31/2018
P.S. 142 - MANHATTAN,M,1,PLAY YARD SINKHOLE,"2,688,000",CIP,M142,100 ATTORNEY STREET,Manhattan,10002,MANHATTAN,40.718383,-73.984452,3,1,"1,402",1004080,1003430001,Lower East Side                                                            ,"(40.718383, -73.984452)",01/31/2018
Q009 SPED - QUEENS,Q,24,EXT MSNRY/PARAPET/FLOOD/ ACCESSIBILITY/FIRE ALARM,"10,840,000",CIP,Q009,58-74 57 STREET,Queens,11378,QUEENS   ,40.718935,-73.912208,5,30,535,4059130,4026310106,Maspeth                                                                    ,"(40.718935, -73.912208)",01/31/2018
P.S. 32 - BRONX,X,10,EXTERIOR MASONRY/WINDOWS/PARAPETS,"6,239,400",CIP,X032,690 EAST 183 STREET,Bronx,10458,BRONX    ,40.852103,-73.885935,6,15,391,2012409,2030850001,Belmont                                                                    ,"(40.852103, -73.885935)",01/31/2018
M.S./H.S. 342 - BRONX,X,10,BOILER FOR SWIMMING,"2,152,000",CIP,X430,2780 RESERVOIR AVENUE,Bronx,10468,BRONX    ,40.870293,-73.898309,7,11,409,2015241,2032470070,Van Cortlandt Village                                                      ,"(40.870293, -73.898309)",01/31/2018
P.S. 241 - MANHATTAN,M,3,PLANYC BOILER CONVERSION/CIMATE CONTROL,"4,697,000",CIP,M113,240 WEST 113 STREET,Manhattan,10026,MANHATTAN,40.801689,-73.954908,10,9,216,1055111,1018280015,Central Harlem South                                                       ,"(40.801689, -73.954908)",01/31/2018
P.S. 104 - BROOKLYN,K,20,WATER INFILTRATION/FLOOD/PARAPETS/ROOFS,"10,521,000",CIP,K104,9115 5TH AVENUE,Brooklyn,11209,BROOKLYN ,40.618415,-74.028842,10,43,160,3154775,3060880001,Bay Ridge                                                                  ,"(40.618415, -74.028842)",01/31/2018
P.S. 55 - BRONX,X,9,MASONRY/WINDOWS/ROOFS/PARAPETS,"15,821,492",CIP,X055,450 ST PAULS PLACE,Bronx,10456,BRONX    ,40.836404,-73.905014,3,16,"14,702",2009463,2029020001,Claremont-Bathgate                                                         ,"(40.836404, -73.905014)",01/31/2018
P.S. 115 - QUEENS,Q,26,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,"5,544,000",CIP,Q115,80-51 261 STREET,Queens,11004,QUEENS   ,40.744099,-73.709845,13,23,"157,902",4178127,4087170001,Glen Oaks-Floral Park-New Hyde Park                                        ,"(40.744099, -73.709845)",01/31/2018
P.S. 219 - BROOKLYN,K,18,WATER INFILTRATION/ROOFS/EXT MASONRY/PARAPETS,"18,388,000",CIP,K219,1060 CLARKSON AVENUE,Brooklyn,11212,BROOKLYN ,40.659288,-73.922919,17,41,886,3101168,3046480001,Rugby-Remsen Village                                                       ,"(40.659288, -73.922919)",01/31/2018
